age,job,marital,education,id
55,blue-collar,married,basic.4y,8455
47,technician,single,basic.9y,8456
51,retired,married,professional.course,8457
47,blue-collar,married,basic.6y,8458
56,technician,married,basic.4y,8459
53,admin.,married,basic.9y,8460
36,blue-collar,married,basic.9y,8461
42,blue-collar,divorced,basic.9y,8462
44,blue-collar,divorced,basic.6y,8463
39,housemaid,married,basic.9y,8464
37,admin.,single,high.school,8465
60,blue-collar,married,unknown,8466
36,services,married,high.school,8467
42,management,divorced,university.degree,8468
31,admin.,married,high.school,8469
53,technician,divorced,professional.course,8470
45,blue-collar,married,basic.4y,8471
37,technician,single,professional.course,8472
47,self-employed,married,professional.course,8473
49,blue-collar,divorced,high.school,8474
36,admin.,married,university.degree,8475
35,services,divorced,high.school,8476
38,unknown,married,unknown,8477
38,services,single,high.school,8478
50,blue-collar,divorced,high.school,8479
59,retired,married,professional.course,8480
43,unknown,married,unknown,8481
42,admin.,married,high.school,8482
40,admin.,married,basic.6y,8483
46,blue-collar,married,unknown,8484
57,housemaid,divorced,basic.4y,8485
42,admin.,married,university.degree,8486
41,blue-collar,married,basic.4y,8487
54,management,divorced,university.degree,8488
27,admin.,single,university.degree,8489
36,admin.,married,high.school,8490
58,blue-collar,married,professional.course,8491
40,management,married,university.degree,8492
34,admin.,single,basic.9y,8493
33,admin.,divorced,high.school,8494
56,retired,married,basic.6y,8495
42,blue-collar,married,basic.9y,8496
43,services,married,high.school,8497
54,management,single,basic.9y,8498
53,admin.,single,basic.6y,8499
42,technician,single,unknown,8500
40,services,married,basic.6y,8501
54,technician,married,professional.course,8502
40,housemaid,single,professional.course,8503
26,admin.,single,university.degree,8504
33,admin.,married,high.school,8505
35,blue-collar,married,basic.9y,8506
36,admin.,married,high.school,8507
29,services,single,high.school,8508
36,blue-collar,married,basic.9y,8509
35,management,married,high.school,8510
33,admin.,married,high.school,8511
33,admin.,married,high.school,8512
27,blue-collar,single,basic.6y,8513
42,technician,married,high.school,8514
43,admin.,divorced,basic.9y,8515
42,admin.,married,university.degree,8516
27,blue-collar,single,basic.6y,8517
34,self-employed,single,university.degree,8518
31,student,single,university.degree,8519
54,management,divorced,university.degree,8520
40,self-employed,married,basic.4y,8521
52,unemployed,married,high.school,8522
47,management,divorced,university.degree,8523
49,housemaid,married,basic.9y,8524
32,admin.,single,high.school,8525
49,housemaid,single,high.school,8526
50,blue-collar,married,basic.9y,8527
34,services,married,high.school,8528
55,blue-collar,married,basic.4y,8529
47,technician,single,basic.9y,8530
51,retired,married,professional.course,8531
47,blue-collar,married,basic.6y,8532
56,technician,married,basic.4y,8533
53,admin.,married,basic.9y,8534
36,blue-collar,married,basic.9y,8535
42,blue-collar,divorced,basic.9y,8536
44,blue-collar,divorced,basic.6y,8537
39,housemaid,married,basic.9y,8538
37,admin.,single,high.school,8539
60,blue-collar,married,unknown,8540
36,services,married,high.school,8541
42,management,divorced,university.degree,8542
31,admin.,married,high.school,8543
53,technician,divorced,professional.course,8544
45,blue-collar,married,basic.4y,8545
37,technician,single,professional.course,8546
47,self-employed,married,professional.course,8547
49,blue-collar,divorced,high.school,8548
36,admin.,married,university.degree,8549
35,services,divorced,high.school,8550
38,unknown,married,unknown,8551
38,services,single,high.school,8552
50,blue-collar,divorced,high.school,8553
59,retired,married,professional.course,8554
43,unknown,married,unknown,8555
42,admin.,married,high.school,8556
40,admin.,married,basic.6y,8557
46,blue-collar,married,unknown,8558
57,housemaid,divorced,basic.4y,8559
42,admin.,married,university.degree,8560
41,blue-collar,married,basic.4y,8561
54,management,divorced,university.degree,8562
27,admin.,single,university.degree,8563
36,admin.,married,high.school,8564
58,blue-collar,married,professional.course,8565
40,management,married,university.degree,8566
34,admin.,single,basic.9y,8567
33,admin.,divorced,high.school,8568
56,retired,married,basic.6y,8569
42,blue-collar,married,basic.9y,8570
43,services,married,high.school,8571
54,management,single,basic.9y,8572
53,admin.,single,basic.6y,8573
42,technician,single,unknown,8574
40,services,married,basic.6y,8575
54,technician,married,professional.course,8576
40,housemaid,single,professional.course,8577
26,admin.,single,university.degree,8578
33,admin.,married,high.school,8579
35,blue-collar,married,basic.9y,8580
36,admin.,married,high.school,8581
29,services,single,high.school,8582
36,blue-collar,married,basic.9y,8583
35,management,married,high.school,8584
33,admin.,married,high.school,8585
33,admin.,married,high.school,8586
27,blue-collar,single,basic.6y,8587
42,technician,married,high.school,8588
43,admin.,divorced,basic.9y,8589
42,admin.,married,university.degree,8590
27,blue-collar,single,basic.6y,8591
34,self-employed,single,university.degree,8592
31,student,single,university.degree,8593
54,management,divorced,university.degree,8594
40,self-employed,married,basic.4y,8595
52,unemployed,married,high.school,8596
47,management,divorced,university.degree,8597
49,housemaid,married,basic.9y,8598
32,admin.,single,high.school,8599
49,housemaid,single,high.school,8600
50,blue-collar,married,basic.9y,8601
34,services,married,high.school,8602
55,blue-collar,married,basic.4y,8603
47,technician,single,basic.9y,8604
51,retired,married,professional.course,8605
47,blue-collar,married,basic.6y,8606
56,technician,married,basic.4y,8607
53,admin.,married,basic.9y,8608
36,blue-collar,married,basic.9y,8609
42,blue-collar,divorced,basic.9y,8610
44,blue-collar,divorced,basic.6y,8611
39,housemaid,married,basic.9y,8612
37,admin.,single,high.school,8613
60,blue-collar,married,unknown,8614
36,services,married,high.school,8615
42,management,divorced,university.degree,8616
31,admin.,married,high.school,8617
53,technician,divorced,professional.course,8618
45,blue-collar,married,basic.4y,8619
37,technician,single,professional.course,8620
47,self-employed,married,professional.course,8621
49,blue-collar,divorced,high.school,8622
36,admin.,married,university.degree,8623
35,services,divorced,high.school,8624
38,unknown,married,unknown,8625
38,services,single,high.school,8626
50,blue-collar,divorced,high.school,8627
59,retired,married,professional.course,8628
43,unknown,married,unknown,8629
42,admin.,married,high.school,8630
40,admin.,married,basic.6y,8631
46,blue-collar,married,unknown,8632
57,housemaid,divorced,basic.4y,8633
42,admin.,married,university.degree,8634
41,blue-collar,married,basic.4y,8635
54,management,divorced,university.degree,8636
27,admin.,single,university.degree,8637
36,admin.,married,high.school,8638
58,blue-collar,married,professional.course,8639
40,management,married,university.degree,8640
34,admin.,single,basic.9y,8641
33,admin.,divorced,high.school,8642
56,retired,married,basic.6y,8643
42,blue-collar,married,basic.9y,8644
43,services,married,high.school,8645
54,management,single,basic.9y,8646
53,admin.,single,basic.6y,8647
42,technician,single,unknown,8648
40,services,married,basic.6y,8649
54,technician,married,professional.course,8650
40,housemaid,single,professional.course,8651
26,admin.,single,university.degree,8652
33,admin.,married,high.school,8653
35,blue-collar,married,basic.9y,8654
36,admin.,married,high.school,8655
29,services,single,high.school,8656
36,blue-collar,married,basic.9y,8657
35,management,married,high.school,8658
33,admin.,married,high.school,8659
33,admin.,married,high.school,8660
27,blue-collar,single,basic.6y,8661
42,technician,married,high.school,8662
43,admin.,divorced,basic.9y,8663
42,admin.,married,university.degree,8664
27,blue-collar,single,basic.6y,8665
34,self-employed,single,university.degree,8666
31,student,single,university.degree,8667
54,management,divorced,university.degree,8668
40,self-employed,married,basic.4y,8669
52,unemployed,married,high.school,8670
47,management,divorced,university.degree,8671
49,housemaid,married,basic.9y,8672
32,admin.,single,high.school,8673
49,housemaid,single,high.school,8674
50,blue-collar,married,basic.9y,8675
34,services,married,high.school,8676
55,blue-collar,married,basic.4y,8677
47,technician,single,basic.9y,8678
51,retired,married,professional.course,8679
47,blue-collar,married,basic.6y,8680
56,technician,married,basic.4y,8681
53,admin.,married,basic.9y,8682
36,blue-collar,married,basic.9y,8683
42,blue-collar,divorced,basic.9y,8684
44,blue-collar,divorced,basic.6y,8685
39,housemaid,married,basic.9y,8686
37,admin.,single,high.school,8687
60,blue-collar,married,unknown,8688
36,services,married,high.school,8689
42,management,divorced,university.degree,8690
31,admin.,married,high.school,8691
53,technician,divorced,professional.course,8692
45,blue-collar,married,basic.4y,8693
37,technician,single,professional.course,8694
47,self-employed,married,professional.course,8695
49,blue-collar,divorced,high.school,8696
36,admin.,married,university.degree,8697
35,services,divorced,high.school,8698
38,unknown,married,unknown,8699
38,services,single,high.school,8700
50,blue-collar,divorced,high.school,8701
59,retired,married,professional.course,8702
43,unknown,married,unknown,8703
42,admin.,married,high.school,8704
40,admin.,married,basic.6y,8705
46,blue-collar,married,unknown,8706
57,housemaid,divorced,basic.4y,8707
42,admin.,married,university.degree,8708
41,blue-collar,married,basic.4y,8709
54,management,divorced,university.degree,8710
27,admin.,single,university.degree,8711
36,admin.,married,high.school,8712
58,blue-collar,married,professional.course,8713
40,management,married,university.degree,8714
34,admin.,single,basic.9y,8715
33,admin.,divorced,high.school,8716
56,retired,married,basic.6y,8717
42,blue-collar,married,basic.9y,8718
43,services,married,high.school,8719
54,management,single,basic.9y,8720
53,admin.,single,basic.6y,8721
42,technician,single,unknown,8722
40,services,married,basic.6y,8723
54,technician,married,professional.course,8724
40,housemaid,single,professional.course,8725
26,admin.,single,university.degree,8726
33,admin.,married,high.school,8727
35,blue-collar,married,basic.9y,8728
36,admin.,married,high.school,8729
29,services,single,high.school,8730
36,blue-collar,married,basic.9y,8731
35,management,married,high.school,8732
33,admin.,married,high.school,8733
33,admin.,married,high.school,8734
27,blue-collar,single,basic.6y,8735
42,technician,married,high.school,8736
43,admin.,divorced,basic.9y,8737
42,admin.,married,university.degree,8738
27,blue-collar,single,basic.6y,8739
34,self-employed,single,university.degree,8740
31,student,single,university.degree,8741
54,management,divorced,university.degree,8742
40,self-employed,married,basic.4y,8743
52,unemployed,married,high.school,8744
47,management,divorced,university.degree,8745
49,housemaid,married,basic.9y,8746
32,admin.,single,high.school,8747
49,housemaid,single,high.school,8748
50,blue-collar,married,basic.9y,8749
34,services,married,high.school,8750
55,blue-collar,married,basic.4y,8751
47,technician,single,basic.9y,8752
51,retired,married,professional.course,8753
47,blue-collar,married,basic.6y,8754
56,technician,married,basic.4y,8755
53,admin.,married,basic.9y,8756
36,blue-collar,married,basic.9y,8757
42,blue-collar,divorced,basic.9y,8758
44,blue-collar,divorced,basic.6y,8759
39,housemaid,married,basic.9y,8760
37,admin.,single,high.school,8761
60,blue-collar,married,unknown,8762
36,services,married,high.school,8763
42,management,divorced,university.degree,8764
31,admin.,married,high.school,8765
53,technician,divorced,professional.course,8766
45,blue-collar,married,basic.4y,8767
37,technician,single,professional.course,8768
47,self-employed,married,professional.course,8769
49,blue-collar,divorced,high.school,8770
36,admin.,married,university.degree,8771
35,services,divorced,high.school,8772
38,unknown,married,unknown,8773
38,services,single,high.school,8774
50,blue-collar,divorced,high.school,8775
59,retired,married,professional.course,8776
43,unknown,married,unknown,8777
42,admin.,married,high.school,8778
40,admin.,married,basic.6y,8779
46,blue-collar,married,unknown,8780
57,housemaid,divorced,basic.4y,8781
42,admin.,married,university.degree,8782
41,blue-collar,married,basic.4y,8783
54,management,divorced,university.degree,8784
27,admin.,single,university.degree,8785
36,admin.,married,high.school,8786
58,blue-collar,married,professional.course,8787
40,management,married,university.degree,8788
34,admin.,single,basic.9y,8789
33,admin.,divorced,high.school,8790
56,retired,married,basic.6y,8791
42,blue-collar,married,basic.9y,8792
43,services,married,high.school,8793
54,management,single,basic.9y,8794
53,admin.,single,basic.6y,8795
42,technician,single,unknown,8796
40,services,married,basic.6y,8797
54,technician,married,professional.course,8798
40,housemaid,single,professional.course,8799
26,admin.,single,university.degree,8800
33,admin.,married,high.school,8801
35,blue-collar,married,basic.9y,8802
36,admin.,married,high.school,8803
29,services,single,high.school,8804
36,blue-collar,married,basic.9y,8805
35,management,married,high.school,8806
33,admin.,married,high.school,8807
33,admin.,married,high.school,8808
27,blue-collar,single,basic.6y,8809
42,technician,married,high.school,8810
43,admin.,divorced,basic.9y,8811
42,admin.,married,university.degree,8812
27,blue-collar,single,basic.6y,8813
34,self-employed,single,university.degree,8814
31,student,single,university.degree,8815
54,management,divorced,university.degree,8816
40,self-employed,married,basic.4y,8817
52,unemployed,married,high.school,8818
47,management,divorced,university.degree,8819
49,housemaid,married,basic.9y,8820
32,admin.,single,high.school,8821
49,housemaid,single,high.school,8822
50,blue-collar,married,basic.9y,8823
34,services,married,high.school,8824
55,blue-collar,married,basic.4y,8825
47,technician,single,basic.9y,8826
51,retired,married,professional.course,8827
47,blue-collar,married,basic.6y,8828
56,technician,married,basic.4y,8829
53,admin.,married,basic.9y,8830
36,blue-collar,married,basic.9y,8831
42,blue-collar,divorced,basic.9y,8832
44,blue-collar,divorced,basic.6y,8833
39,housemaid,married,basic.9y,8834
37,admin.,single,high.school,8835
60,blue-collar,married,unknown,8836
36,services,married,high.school,8837
42,management,divorced,university.degree,8838
31,admin.,married,high.school,8839
53,technician,divorced,professional.course,8840
45,blue-collar,married,basic.4y,8841
37,technician,single,professional.course,8842
47,self-employed,married,professional.course,8843
49,blue-collar,divorced,high.school,8844
36,admin.,married,university.degree,8845
35,services,divorced,high.school,8846
38,unknown,married,unknown,8847
38,services,single,high.school,8848
50,blue-collar,divorced,high.school,8849
59,retired,married,professional.course,8850
43,unknown,married,unknown,8851
42,admin.,married,high.school,8852
40,admin.,married,basic.6y,8853
46,blue-collar,married,unknown,8854
57,housemaid,divorced,basic.4y,8855
42,admin.,married,university.degree,8856
41,blue-collar,married,basic.4y,8857
54,management,divorced,university.degree,8858
27,admin.,single,university.degree,8859
36,admin.,married,high.school,8860
58,blue-collar,married,professional.course,8861
40,management,married,university.degree,8862
34,admin.,single,basic.9y,8863
33,admin.,divorced,high.school,8864
56,retired,married,basic.6y,8865
42,blue-collar,married,basic.9y,8866
43,services,married,high.school,8867
54,management,single,basic.9y,8868
53,admin.,single,basic.6y,8869
42,technician,single,unknown,8870
40,services,married,basic.6y,8871
54,technician,married,professional.course,8872
40,housemaid,single,professional.course,8873
26,admin.,single,university.degree,8874
33,admin.,married,high.school,8875
35,blue-collar,married,basic.9y,8876
36,admin.,married,high.school,8877
29,services,single,high.school,8878
36,blue-collar,married,basic.9y,8879
35,management,married,high.school,8880
33,admin.,married,high.school,8881
33,admin.,married,high.school,8882
27,blue-collar,single,basic.6y,8883
42,technician,married,high.school,8884
43,admin.,divorced,basic.9y,8885
42,admin.,married,university.degree,8886
27,blue-collar,single,basic.6y,8887
34,self-employed,single,university.degree,8888
31,student,single,university.degree,8889
54,management,divorced,university.degree,8890
40,self-employed,married,basic.4y,8891
52,unemployed,married,high.school,8892
47,management,divorced,university.degree,8893
49,housemaid,married,basic.9y,8894
32,admin.,single,high.school,8895
49,housemaid,single,high.school,8896
50,blue-collar,married,basic.9y,8897
34,services,married,high.school,8898
55,blue-collar,married,basic.4y,8899
47,technician,single,basic.9y,8900
51,retired,married,professional.course,8901
47,blue-collar,married,basic.6y,8902
56,technician,married,basic.4y,8903
53,admin.,married,basic.9y,8904
36,blue-collar,married,basic.9y,8905
42,blue-collar,divorced,basic.9y,8906
44,blue-collar,divorced,basic.6y,8907
39,housemaid,married,basic.9y,8908
37,admin.,single,high.school,8909
60,blue-collar,married,unknown,8910
36,services,married,high.school,8911
42,management,divorced,university.degree,8912
31,admin.,married,high.school,8913
53,technician,divorced,professional.course,8914
45,blue-collar,married,basic.4y,8915
37,technician,single,professional.course,8916
47,self-employed,married,professional.course,8917
49,blue-collar,divorced,high.school,8918
36,admin.,married,university.degree,8919
35,services,divorced,high.school,8920
38,unknown,married,unknown,8921
38,services,single,high.school,8922
50,blue-collar,divorced,high.school,8923
59,retired,married,professional.course,8924
43,unknown,married,unknown,8925
42,admin.,married,high.school,8926
40,admin.,married,basic.6y,8927
46,blue-collar,married,unknown,8928
57,housemaid,divorced,basic.4y,8929
42,admin.,married,university.degree,8930
41,blue-collar,married,basic.4y,8931
54,management,divorced,university.degree,8932
27,admin.,single,university.degree,8933
36,admin.,married,high.school,8934
58,blue-collar,married,professional.course,8935
40,management,married,university.degree,8936
34,admin.,single,basic.9y,8937
33,admin.,divorced,high.school,8938
56,retired,married,basic.6y,8939
42,blue-collar,married,basic.9y,8940
43,services,married,high.school,8941
54,management,single,basic.9y,8942
53,admin.,single,basic.6y,8943
42,technician,single,unknown,8944
40,services,married,basic.6y,8945
54,technician,married,professional.course,8946
40,housemaid,single,professional.course,8947
26,admin.,single,university.degree,8948
33,admin.,married,high.school,8949
35,blue-collar,married,basic.9y,8950
36,admin.,married,high.school,8951
29,services,single,high.school,8952
36,blue-collar,married,basic.9y,8953
35,management,married,high.school,8954
33,admin.,married,high.school,8955
33,admin.,married,high.school,8956
27,blue-collar,single,basic.6y,8957
42,technician,married,high.school,8958
43,admin.,divorced,basic.9y,8959
42,admin.,married,university.degree,8960
27,blue-collar,single,basic.6y,8961
34,self-employed,single,university.degree,8962
31,student,single,university.degree,8963
54,management,divorced,university.degree,8964
40,self-employed,married,basic.4y,8965
52,unemployed,married,high.school,8966
47,management,divorced,university.degree,8967
49,housemaid,married,basic.9y,8968
32,admin.,single,high.school,8969
49,housemaid,single,high.school,8970
50,blue-collar,married,basic.9y,8971
34,services,married,high.school,8972
55,blue-collar,married,basic.4y,8973
47,technician,single,basic.9y,8974
51,retired,married,professional.course,8975
47,blue-collar,married,basic.6y,8976
56,technician,married,basic.4y,8977
53,admin.,married,basic.9y,8978
36,blue-collar,married,basic.9y,8979
42,blue-collar,divorced,basic.9y,8980
44,blue-collar,divorced,basic.6y,8981
39,housemaid,married,basic.9y,8982
37,admin.,single,high.school,8983
60,blue-collar,married,unknown,8984
36,services,married,high.school,8985
42,management,divorced,university.degree,8986
31,admin.,married,high.school,8987
53,technician,divorced,professional.course,8988
45,blue-collar,married,basic.4y,8989
37,technician,single,professional.course,8990
47,self-employed,married,professional.course,8991
49,blue-collar,divorced,high.school,8992
36,admin.,married,university.degree,8993
35,services,divorced,high.school,8994
38,unknown,married,unknown,8995
38,services,single,high.school,8996
50,blue-collar,divorced,high.school,8997
59,retired,married,professional.course,8998
43,unknown,married,unknown,8999
42,admin.,married,high.school,9000
40,admin.,married,basic.6y,9001
46,blue-collar,married,unknown,9002
57,housemaid,divorced,basic.4y,9003
42,admin.,married,university.degree,9004
41,blue-collar,married,basic.4y,9005
54,management,divorced,university.degree,9006
27,admin.,single,university.degree,9007
36,admin.,married,high.school,9008
58,blue-collar,married,professional.course,9009
40,management,married,university.degree,9010
34,admin.,single,basic.9y,9011
33,admin.,divorced,high.school,9012
56,retired,married,basic.6y,9013
42,blue-collar,married,basic.9y,9014
43,services,married,high.school,9015
54,management,single,basic.9y,9016
53,admin.,single,basic.6y,9017
42,technician,single,unknown,9018
40,services,married,basic.6y,9019
54,technician,married,professional.course,9020
40,housemaid,single,professional.course,9021
26,admin.,single,university.degree,9022
33,admin.,married,high.school,9023
35,blue-collar,married,basic.9y,9024
36,admin.,married,high.school,9025
29,services,single,high.school,9026
36,blue-collar,married,basic.9y,9027
35,management,married,high.school,9028
33,admin.,married,high.school,9029
33,admin.,married,high.school,9030
27,blue-collar,single,basic.6y,9031
42,technician,married,high.school,9032
43,admin.,divorced,basic.9y,9033
42,admin.,married,university.degree,9034
27,blue-collar,single,basic.6y,9035
34,self-employed,single,university.degree,9036
31,student,single,university.degree,9037
54,management,divorced,university.degree,9038
40,self-employed,married,basic.4y,9039
52,unemployed,married,high.school,9040
47,management,divorced,university.degree,9041
49,housemaid,married,basic.9y,9042
32,admin.,single,high.school,9043
49,housemaid,single,high.school,9044
50,blue-collar,married,basic.9y,9045
34,services,married,high.school,9046
55,blue-collar,married,basic.4y,9047
47,technician,single,basic.9y,9048
51,retired,married,professional.course,9049
47,blue-collar,married,basic.6y,9050
56,technician,married,basic.4y,9051
53,admin.,married,basic.9y,9052
36,blue-collar,married,basic.9y,9053
42,blue-collar,divorced,basic.9y,9054
44,blue-collar,divorced,basic.6y,9055
39,housemaid,married,basic.9y,9056
37,admin.,single,high.school,9057
60,blue-collar,married,unknown,9058
36,services,married,high.school,9059
42,management,divorced,university.degree,9060
31,admin.,married,high.school,9061
53,technician,divorced,professional.course,9062
45,blue-collar,married,basic.4y,9063
37,technician,single,professional.course,9064
47,self-employed,married,professional.course,9065
49,blue-collar,divorced,high.school,9066
36,admin.,married,university.degree,9067
35,services,divorced,high.school,9068
38,unknown,married,unknown,9069
38,services,single,high.school,9070
50,blue-collar,divorced,high.school,9071
59,retired,married,professional.course,9072
43,unknown,married,unknown,9073
42,admin.,married,high.school,9074
40,admin.,married,basic.6y,9075
46,blue-collar,married,unknown,9076
57,housemaid,divorced,basic.4y,9077
42,admin.,married,university.degree,9078
41,blue-collar,married,basic.4y,9079
54,management,divorced,university.degree,9080
27,admin.,single,university.degree,9081
36,admin.,married,high.school,9082
58,blue-collar,married,professional.course,9083
40,management,married,university.degree,9084
34,admin.,single,basic.9y,9085
33,admin.,divorced,high.school,9086
56,retired,married,basic.6y,9087
42,blue-collar,married,basic.9y,9088
43,services,married,high.school,9089
54,management,single,basic.9y,9090
53,admin.,single,basic.6y,9091
42,technician,single,unknown,9092
40,services,married,basic.6y,9093
54,technician,married,professional.course,9094
40,housemaid,single,professional.course,9095
26,admin.,single,university.degree,9096
33,admin.,married,high.school,9097
35,blue-collar,married,basic.9y,9098
36,admin.,married,high.school,9099
29,services,single,high.school,9100
36,blue-collar,married,basic.9y,9101
35,management,married,high.school,9102
33,admin.,married,high.school,9103
33,admin.,married,high.school,9104
27,blue-collar,single,basic.6y,9105
42,technician,married,high.school,9106
43,admin.,divorced,basic.9y,9107
42,admin.,married,university.degree,9108
27,blue-collar,single,basic.6y,9109
34,self-employed,single,university.degree,9110
31,student,single,university.degree,9111
54,management,divorced,university.degree,9112
40,self-employed,married,basic.4y,9113
52,unemployed,married,high.school,9114
47,management,divorced,university.degree,9115
49,housemaid,married,basic.9y,9116
32,admin.,single,high.school,9117
49,housemaid,single,high.school,9118
50,blue-collar,married,basic.9y,9119
34,services,married,high.school,9120
55,blue-collar,married,basic.4y,9121
47,technician,single,basic.9y,9122
51,retired,married,professional.course,9123
47,blue-collar,married,basic.6y,9124
56,technician,married,basic.4y,9125
53,admin.,married,basic.9y,9126
36,blue-collar,married,basic.9y,9127
42,blue-collar,divorced,basic.9y,9128
44,blue-collar,divorced,basic.6y,9129
39,housemaid,married,basic.9y,9130
37,admin.,single,high.school,9131
60,blue-collar,married,unknown,9132
36,services,married,high.school,9133
42,management,divorced,university.degree,9134
31,admin.,married,high.school,9135
53,technician,divorced,professional.course,9136
45,blue-collar,married,basic.4y,9137
37,technician,single,professional.course,9138
47,self-employed,married,professional.course,9139
49,blue-collar,divorced,high.school,9140
36,admin.,married,university.degree,9141
35,services,divorced,high.school,9142
38,unknown,married,unknown,9143
38,services,single,high.school,9144
50,blue-collar,divorced,high.school,9145
59,retired,married,professional.course,9146
43,unknown,married,unknown,9147
42,admin.,married,high.school,9148
40,admin.,married,basic.6y,9149
46,blue-collar,married,unknown,9150
57,housemaid,divorced,basic.4y,9151
42,admin.,married,university.degree,9152
41,blue-collar,married,basic.4y,9153
54,management,divorced,university.degree,9154
27,admin.,single,university.degree,9155
36,admin.,married,high.school,9156
58,blue-collar,married,professional.course,9157
40,management,married,university.degree,9158
34,admin.,single,basic.9y,9159
33,admin.,divorced,high.school,9160
56,retired,married,basic.6y,9161
42,blue-collar,married,basic.9y,9162
43,services,married,high.school,9163
54,management,single,basic.9y,9164
53,admin.,single,basic.6y,9165
42,technician,single,unknown,9166
40,services,married,basic.6y,9167
54,technician,married,professional.course,9168
40,housemaid,single,professional.course,9169
26,admin.,single,university.degree,9170
33,admin.,married,high.school,9171
35,blue-collar,married,basic.9y,9172
36,admin.,married,high.school,9173
29,services,single,high.school,9174
36,blue-collar,married,basic.9y,9175
35,management,married,high.school,9176
33,admin.,married,high.school,9177
33,admin.,married,high.school,9178
27,blue-collar,single,basic.6y,9179
42,technician,married,high.school,9180
43,admin.,divorced,basic.9y,9181
42,admin.,married,university.degree,9182
27,blue-collar,single,basic.6y,9183
34,self-employed,single,university.degree,9184
31,student,single,university.degree,9185
54,management,divorced,university.degree,9186
40,self-employed,married,basic.4y,9187
52,unemployed,married,high.school,9188
47,management,divorced,university.degree,9189
49,housemaid,married,basic.9y,9190
32,admin.,single,high.school,9191
49,housemaid,single,high.school,9192
50,blue-collar,married,basic.9y,9193
34,services,married,high.school,9194
55,blue-collar,married,basic.4y,9195
47,technician,single,basic.9y,9196
51,retired,married,professional.course,9197
47,blue-collar,married,basic.6y,9198
56,technician,married,basic.4y,9199
53,admin.,married,basic.9y,9200
36,blue-collar,married,basic.9y,9201
42,blue-collar,divorced,basic.9y,9202
44,blue-collar,divorced,basic.6y,9203
39,housemaid,married,basic.9y,9204
37,admin.,single,high.school,9205
60,blue-collar,married,unknown,9206
36,services,married,high.school,9207
42,management,divorced,university.degree,9208
31,admin.,married,high.school,9209
53,technician,divorced,professional.course,9210
45,blue-collar,married,basic.4y,9211
37,technician,single,professional.course,9212
47,self-employed,married,professional.course,9213
49,blue-collar,divorced,high.school,9214
36,admin.,married,university.degree,9215
35,services,divorced,high.school,9216
38,unknown,married,unknown,9217
38,services,single,high.school,9218
50,blue-collar,divorced,high.school,9219
59,retired,married,professional.course,9220
43,unknown,married,unknown,9221
42,admin.,married,high.school,9222
40,admin.,married,basic.6y,9223
46,blue-collar,married,unknown,9224
57,housemaid,divorced,basic.4y,9225
42,admin.,married,university.degree,9226
41,blue-collar,married,basic.4y,9227
54,management,divorced,university.degree,9228
27,admin.,single,university.degree,9229
36,admin.,married,high.school,9230
58,blue-collar,married,professional.course,9231
40,management,married,university.degree,9232
34,admin.,single,basic.9y,9233
33,admin.,divorced,high.school,9234
56,retired,married,basic.6y,9235
42,blue-collar,married,basic.9y,9236
43,services,married,high.school,9237
54,management,single,basic.9y,9238
53,admin.,single,basic.6y,9239
42,technician,single,unknown,9240
40,services,married,basic.6y,9241
54,technician,married,professional.course,9242
40,housemaid,single,professional.course,9243
26,admin.,single,university.degree,9244
33,admin.,married,high.school,9245
35,blue-collar,married,basic.9y,9246
36,admin.,married,high.school,9247
29,services,single,high.school,9248
36,blue-collar,married,basic.9y,9249
35,management,married,high.school,9250
33,admin.,married,high.school,9251
33,admin.,married,high.school,9252
27,blue-collar,single,basic.6y,9253
42,technician,married,high.school,9254
43,admin.,divorced,basic.9y,9255
42,admin.,married,university.degree,9256
27,blue-collar,single,basic.6y,9257
34,self-employed,single,university.degree,9258
31,student,single,university.degree,9259
54,management,divorced,university.degree,9260
40,self-employed,married,basic.4y,9261
52,unemployed,married,high.school,9262
47,management,divorced,university.degree,9263
49,housemaid,married,basic.9y,9264
32,admin.,single,high.school,9265
49,housemaid,single,high.school,9266
50,blue-collar,married,basic.9y,9267
34,services,married,high.school,9268
55,blue-collar,married,basic.4y,9269
47,technician,single,basic.9y,9270
51,retired,married,professional.course,9271
47,blue-collar,married,basic.6y,9272
56,technician,married,basic.4y,9273
53,admin.,married,basic.9y,9274
36,blue-collar,married,basic.9y,9275
42,blue-collar,divorced,basic.9y,9276
44,blue-collar,divorced,basic.6y,9277
39,housemaid,married,basic.9y,9278
37,admin.,single,high.school,9279
60,blue-collar,married,unknown,9280
36,services,married,high.school,9281
42,management,divorced,university.degree,9282
31,admin.,married,high.school,9283
53,technician,divorced,professional.course,9284
45,blue-collar,married,basic.4y,9285
37,technician,single,professional.course,9286
47,self-employed,married,professional.course,9287
49,blue-collar,divorced,high.school,9288
36,admin.,married,university.degree,9289
35,services,divorced,high.school,9290
38,unknown,married,unknown,9291
38,services,single,high.school,9292
50,blue-collar,divorced,high.school,9293
59,retired,married,professional.course,9294
43,unknown,married,unknown,9295
42,admin.,married,high.school,9296
40,admin.,married,basic.6y,9297
46,blue-collar,married,unknown,9298
57,housemaid,divorced,basic.4y,9299
42,admin.,married,university.degree,9300
41,blue-collar,married,basic.4y,9301
54,management,divorced,university.degree,9302
27,admin.,single,university.degree,9303
36,admin.,married,high.school,9304
58,blue-collar,married,professional.course,9305
